,인기순위,이름,영문이름,종류,나라,생산지,제조사,포도품종,알코올도수,가격,평점,산도,당도,바디감,탄닌,주소,추천순위,구매가능여부
432,433,샴페인 팔머 브뤼 리저브,CHAMPAGNE PALMER BRUT RESERVE,Champagne,프랑스,상파뉴,CHAMPAGNE PALMER & CO.,"샤르도네(CHARDONNAY) 55% , 피노 누아(PINOT NOIR) 35% , 피노 므니에(PINOT MEUNIER) 10%",12.0,150000,3.8,3,0,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2726,71,구매 예약
433,434,샴페인 팔머 빈티지,CHAMPAGNE PALMER VINTAGE,Champagne,프랑스,상파뉴,,"샤르도네(CHARDONNAY) 50% , 피노 누아(PINOT NOIR) 50%",12.0,240000,4.0,3,0,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2725,72,구매 예약
434,435,[하프와인] 알파카 샤르도네 세미옹,Alpaca Chardonnay Semillon,White,칠레,-,VSPT,"샤르도네 (Chardonnay), 세미옹(Semillon)",13.0,8900,2.9,4,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2708,359,구매 예약
435,436,침니 락 엘바쥬,CHIMNEY ROCK ELEVAGE,Red,미국,"캘리포니아, 나파 밸리",,"메를로 (Merlot), 까베르네 소비뇽 (Cabernet Sauvignon), 쁘띠 베르도 (Petit Verdot), 까베르네 프랑(Cabernet Franc)",14.5,320000,4.3,3,1,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2705,457,구매 예약
436,437,퍼스트 드랍 메르 에 피스 샤르도네,FIRST DROP MOTHER'S MERE ET FILS CHARDONNAY,White,호주,아들레이드힐,FIRST DROP WINES,샤르도네(CHARDONNAY) 100%,12.5,39000,3.4,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2697,75,구매 예약
437,438,퍼스트 드랍 마더스 밀크 쉬라즈,FIRST DROP MOTHER'S MILK SHIRAZ,Red,호주,바로사밸리,FIRST DROP WINES,쉬라즈(SHIRAZ) 100%,14.5,39000,3.9,3,0,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2696,76,구매 예약
438,439,퍼스트 드랍 마더스 루인 카베르네 소비뇽,FIRST DROP MOTHER'S RUIN CABERNET SAUVIGNON,Red,호주,맥라렌 베일,FIRST DROP WINES,카베르네 소비뇽(CABERNET SAUVIGNON) 100%,13.5,39000,3.7,3,0,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2695,77,구매 예약
439,440,아라스 이제이 카 레이트 디스고르쥬,ARRAS E.J.CARR LATE DISGOARGED,Sparkling,호주,타즈매니아,ACCOLADE WINES / 하우스 오브 아라스,"샤르도네(CHARDONNAY) 69.2% , 피노 누아(PINOT NOIR) 30.8%",13.0,229000,4.4,4,0,5,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2693,79,구매 예약
440,441,더 바이스 카베르네 소비뇽 하웰 마운틴,THE VICE CABERNET SAUVIGNON HOWELL MOUNTAIN,Red,미국,"미국, 캘리포니아,나파",The Vice,"카베르네 소비뇽(CABERNET SAUVIGNON) 99%, 메를로(MERLOT) 1%",15.0,130000,4.4,4,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2689,657,구매 예약
441,442,더 바이스 '더 트리 블렌드',THE VICE 'THE TRI BLEND',Red,미국,"미국, 캘리포니아,나파",The Vice,"말벡(MALBEC) 54% , 카베르네 소비뇽(CABERNET FRANC) 30%, 쁘띠 시라(PETITE SIRAH) 16%",14.6,79000,4.0,4,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2687,658,구매 예약
442,443,페를라토 델 보스코 비앙코,PERLATO DEL BOSCO BIANCO,White,이탈리아,"이태리, 토스카나",AZIENDA AGRICOLA TUA RITA,베르멘티노(VERMENTINO) 100%,14.0,60000,3.8,3,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2684,18,구매 불가
443,444,르 모르텔레 비비아,LE MORTELLE VIVIA,White,이탈리아,"이태리, 토스카나",MARCHESI ANTINORI S.P.A.,"베르멘티노(VERMENTINO) 50% , 비오니에(VIOGNIER) 40%, 안소니카(Ansonica) 10%",13.0,35000,3.6,3,2,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2683,19,구매 불가
444,445,파이-카리네라 싱글 퍼멘트 시리즈 피닉스 퍼멘트,PAIS-CARIGNERA SINGLE FERMENT SERIES,White,칠레,센트럴밸리,가라지와인(Garage Wine Co.),"알리아니코(AGLIANICO) 70% , 생소(CINSAULT) 30%",12.8,39000,3.7,3,1,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2678,128,구매 예약
445,446,피르케빈야드 카베르네 프랑 로트 90,PIRQUE VINEYARD CABERNET FRANC LOT 90,Red,칠레,마이포 밸리,가라지와인(Garage Wine Co.),카베르네 프랑(CABERNET FRANC) 100%,14.0,80000,4.1,4,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2677,129,구매 예약
446,447,생소 싱글 퍼멘트 시리즈 더 수스 세이어스 퍼멘트,VIGNO DRY FARMED OLD VINES MAULE VALLEY,Red,칠레,센트럴밸리,가라지와인(Garage Wine Co.),생소(CINSAULT) 100%,13.8,39000,3.7,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2674,132,구매 예약
447,448,비뇨 드라이 팜 올드바인 마울레 밸리,VIGNO DRY FARMED OLD VINES MAULE VALLEY,Red,칠레,센트럴밸리,가라지와인(Garage Wine Co.),카리냥(CARIGNAN) 100%,13.0,110000,3.8,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2673,133,구매 예약
448,449,바구알 빈야드 칼리보로 로트 79 가르나차,BAGUAL VINEYARD CALIBORO LOT 79 GARNACHA,Red,칠레,센트럴밸리,가라지와인(Garage Wine Co.),그르나슈(GRENACHE) 100%,14.9,80000,3.9,4,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2672,134,구매 예약
449,450,쿠네 리오하 오가닉 레드,CUNE RIOJA ORGANIC RED,Red,스페인,리오하 알타,쿠네,템프라니요 (Tempranillo) 100%,13.5,32000,3.7,3,3,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2670,535,구매 예약
450,451,커치 소노마 코스트 피노누아,KUTCH SONOMA COAST PINOT NOIR,Red,미국,"미국, 캘리포니아 소노마",Kutch Wines,피노누아 (PINOT NOIR) 100%,13.2,99000,4.1,4,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2667,660,구매 예약
451,452,커치 맥두갈 랜치 소노마 코스트 피노누아,KUTCH MCDOUGALL VINEYARD SONOMA COAST PINOT NOIR,Red,미국,"미국, 캘리포니아 소노마",Kutch Wines,피노누아 (PINOT NOIR) 100%,13.5,130000,4.2,4,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2666,661,구매 예약
452,453,커치 시그널 릿지 빈야드 멘도치노 피노누아,KUTCH SIGNAL RIDGE VINEYARD MENDOCINO PINOT NOIR,Red,미국,"미국, 캘리포니아 소노마",Kutch Wines,피노누아 (PINOT NOIR) 100%,12.0,59000,4.2,4,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2665,662,구매 불가
453,454,요하닝거 레드,JOHANNINGER RED,Red,독일,"독일, 라인헤센",JOHANNINGER,"생 로랑(ST. LAURENT) 39% , 피노 누아(PINOT NOIR) 25% , 멜롯(MERLOT) 24% , 기타(OTHERS) 12%",12.5,18900,3.5,2,1,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2663,20,구매 예약
454,455,아이씨에이치,ICH,White,독일,"독일, 나헤",Lara Haas,"피노 비앙코(PINOT BIANCO) 50% , 피노 그리(PINOT GRIS) 50%",12.5,14900,3.5,2,1,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2662,21,구매 예약
455,456,요하닝거 화이트,JOHANNINGER WHITE,White,독일,"독일, 라인헤센",JOHANNINGER,"뮐러투르가우(MULLER - THURGAU) 55% , 소비뇽 블랑(SAUVIGNON BLANC) 20% , 리슬링(RIESLING) 15%, 기타(OTHERS) 15%",12.0,18900,3.1,2,1,1,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2661,22,구매 예약
456,457,아미치 투 칼론 카베르네 소비뇽,AMICI TO KALON CABERNET SAUVIGNON,Red,미국,"미국, 캘리포니아,나파",AMICI CELLARS,"카베르네 소비뇽(CABERNET SAUVIGNON) 81% , 카베르네 프랑(CABERNET FRANC) 19%",14.7,700000,4.6,3,0,5,5,https://www.winenara.com/goods/goods_view.php?goodsNo=2650,664,구매 예약
457,458,아미치 오크빌 랜치 카베르네 소비뇽,AMICI OAKVILLE RANCH CABERNET SAUVIGNON,Red,미국,"미국, 캘리포니아,나파",AMICI CELLARS,"카베르네 소비뇽(CABERNET SAUVIGNON) 85%, 카베르네 프랑(CABERNET FRANC) 10%, 쁘띠 베르도(PETIT VERDOT) 5%",14.7,500000,4.5,3,0,5,5,https://www.winenara.com/goods/goods_view.php?goodsNo=2649,665,구매 예약
458,459,아미치 미쥬리 하퍼 카베르네 소비뇽,AMICI MISSOURI HOPPER CABERNET SAUVIGNON,Red,미국,"미국, 캘리포니아,나파",AMICI CELLARS,카베르네 소비뇽(CABERNET SAUVIGNON) 100%,14.8,500000,4.7,3,0,5,5,https://www.winenara.com/goods/goods_view.php?goodsNo=2646,667,구매 예약
459,460,아미치 스프링마운틴 카베르네 소비뇽,AMICI SPRING MOUNTAIN CABERNET SAUVIGNON,Red,미국,"미국, 캘리포니아,나파",AMICI CELLARS,카베르네 소비뇽(CABERNET SAUVIGNON) 100%,14.9,400000,4.5,3,0,5,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2645,668,구매 예약
460,461,아미치 모리솔리빈야드 카베르네 소비뇽,AMICI MORISOLI CABERNET SAUVIGNON,Red,미국,"미국, 캘리포니아,나파",AMICI CELLARS,카베르네 소비뇽(CABERNET SAUVIGNON) 100%,14.7,400000,4.5,3,1,5,5,https://www.winenara.com/goods/goods_view.php?goodsNo=2644,669,구매 예약
461,462,빅뱃,Big Bat (BB),Red,아르헨티나,우코 밸리 (Uco Valley),페나플로 (Penaflor),카베르네 소비뇽 (Cabernet Sauvignon) 100%,14.0,160000,4.1,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2639,330,구매 예약
462,463,우나니메 샤르도네,UNANIME CHARDONNAY,White,아르헨티나,멘도자 (Mendoza),페나플로 (Penaflor),샤르도네 (Chardonnay) 100%,14.5,70000,3.9,4,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2638,500,구매 예약
463,464,더 페데럴리스트 버번 배럴 카베르네 소비뇽,THE FEDERALIST BOURBON BARRELS CABERNET SAUVIGNON,Red,미국,"캘리포니아, 로다이",텔라토 패밀리 빈야드 (Terlato Family Vineyards),카베르네 소비뇽 (Cabernet Sauvignon) 100%,15.0,100000,3.9,3,1,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2635,222,구매 예약
464,465,마푸 리제르바 카르메네르,Mapu Reserva Carmenere,Red,칠레,"칠레, 마울레 밸리",바롱 필립 드 로칠드 칠레,카르메네르(CABERNET SAUVIGNON) 100%,13.5,21000,3.4,4,1,4,2,https://www.winenara.com/goods/goods_view.php?goodsNo=2632,121,구매 예약
465,466,마푸 그란 리제르바 카베르네 소비뇽,MAPU GRAN RESERVA CABERNET SAUVIGNON,Red,칠레,"칠레, 마울레 밸리",바롱 필립 드 로칠드 마이포 칠레,카베르네 소비뇽(CABERNET SAUVIGNON) 100%,13.5,27000,3.3,4,1,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2630,123,구매 예약
466,467,아미치 리저브 나파밸리 카베르네 소비뇽,AMICI RESERVE NAPA VALLEY CABERNET SAUVIGNON,Red,미국,"미국, 캘리포니아,나파",AMICI CELLARS,"카베르네 소비뇽(CABERNET SAUVIGNON) 86%, 카베르네 프랑(CABERNET FRANC) 12%, 쁘띠 베르도(PETIT VERDOT) 2%",14.7,250000,4.4,3,0,5,5,https://www.winenara.com/goods/goods_view.php?goodsNo=2628,670,구매 예약
467,468,아미치 소노마 코스트 샤르도네,AMICI SONOMA COAST CHARDONNAY,White,미국,"미국, 캘리포니아 소노마",AMICI CELLARS,샤르도네(CHARDONNAY) 100%,13.9,70000,3.9,3,0,4,1,https://www.winenara.com/goods/goods_view.php?goodsNo=2626,671,구매 예약
468,469,산 텔모 카베르네 소비뇽,SAN TELMO CABERNET SAUVIGNON,Red,아르헨티나,"아르헨티나, 멘도사",산 텔모 (San Telmo),카베르네 소비뇽(CABERNET SAUVIGNON) 100,12.8,12900,3.4,3,1,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2619,336,구매 예약
469,470,하디스 HRB 카베르네 소비뇽,HARDYS HRB CABERNET SAUVIGNON,Red,호주,"호주, 남호주",하디스 (Hardys),"카베르네 소비뇽(Cabernet Sauvignon) 90%, 메를로(MERLOT) 10%",13.3,52000,3.8,4,0,5,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2615,216,구매 예약
470,471,샤또 라 카데리 익스프레션 보르도,CHATEUA LA CADERIE EXPRESSION BORDEAUX,Red,프랑스,"프랑스, 보르도",Chateau La Caderie,메를로(MERLOT) 88% 말벡(MALBEC) 12%,14.0,23000,3.6,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2614,26,구매 예약
471,472,배티그 셀렉시옹 파셀라 피노누아,BAETTIG SELECCION PARCELAS PINOT NOIR,Red,칠레,"칠레, 마에이코 밸리",BAETTIG WINE(VIA VINICA SPA),피노누아 (PINOT NOIR) 100%,13.0,150000,4.2,3,1,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2605,35,구매 예약
